paIsTranslatable,FORMAT,INITIAL,MANDATORY,DECIMALS,paDecimalInformation,EXTENT,paDescriptionACM,paDomainType,LOB-SIZE,CLOB-CODEPAGE,paIsBlockable,CASE-SENSITIVE,paDomainSubType,DATA-TYPE,CLOB-COLLATION,CLOB-TYPE,name,id,parent,schema_Id
"","","","","","","","","","","","","","","","","","Transaction ID (next)","PA0292:pA:6bcddf4290e140dca508eaa5d3ac41a9","PA0292:pA:b1a108e6d2b547b2bb1315c0cc071208",0
"","\nzzzzzzzzzzzzzzzzzzz\n","","","","","","","","","","","","","","","","TransferNo","PA0292:pA:ebacab78c1d51aade011383f52a2af56","PA0292:pA:ebacab78c1d51aade011383f0247822a",0
"","\nx(1024)\n","","","","","","","","","","","","","","","","Translation Phrase (VarGen)","PA0292:pA:9c588457c0474c9e91c2729f03375d2c","PA0292:pA:d12046210497ab81db11330771d7435d",0
"","","","","","","","","","","","","","","","","","Transmission Date","PA0292:pA:ca44bc9938344666b4a5c6d6ac508c5b","PA0292:pA:c62df1ca3b017e91db11881501a00099",0
"","\nz9\n","","","","","","\nSB_TransmissionState_desc\n","","","","","","","","","","Transmission Status","PA0292:pA:9ace951ba1cfc4b8e0112143157d9a2d","PA0292:pA:8c81ff21cf551885db11ca080c1bce23",0
"","\nx(4)\n","","","","","","\nBO_TransmissionDirection_desc\n","","","","","","","","","","TransmissonDirection","PA0292:pA:8f19d8b497d47fbae011e5e4ed2854ca","PA0292:pA:b4ee283dd4eb58aede1135506465fbc0",0
"","\nx(20)\n","","","","","","","","","","","","","","","","Transportpartner ID","PA0292:pA:c8e99202f57ed18fdb11036f388839fb","PA0292:pA:20eba061b7ab47ed8b541552c67912b7",0
"","","","","","","","","","","","","","","","","","tReleasedate","PA0292:pA:f8a17a2d3cfcacbadc11fe65ee2d45a2","PA0292:pA:89714253c8ed4ab2aa99b18d5c7c2efb",0
"","","","","","","","","","","","","","","","","","tSkonto fällig","PA0292:pA:48fe74b1e63d45838d08860f2c0a9b3a","PA0292:pA:f864b50630819996dc1188c28795553f",0
"","","","","","","","","","","","","","","","","","tSkonto2 fällig","PA0292:pA:a04c89bddcf04c4fb0d34c07a8e7688e","PA0292:pA:48fe74b1e63d45838d08860f2c0a9b3a",0
"","","","","","","","","","","","","","","","","","tsp Bestelltermin [nm]","PA0292:pA:d7f4cb1dbb554ea8b7b640e74ec4ac98","PA0292:pA:9d0f10566814988edc1157c0399fcee0",0
"","","","","","","","","","","","","","","","","","tSpätAnfZeit","PA0292:pA:08e0ae4d94fa4cd3810e22b000155b1f","PA0292:pA:f864b50630819996dc1198c2c34afc00",0
"","","","","","","","","","","","","","","","","","tSpätEndZeit","PA0292:pA:b63bb7eba71346878f98b905d6143399","PA0292:pA:144315c8e6b44a36825199e379da9459",0
"","","","","","","","","","","","","","","","","","tSperrdatum","PA0292:pA:5bab68d084c1493bb5bb65b5688a929b","PA0292:pA:f864b50630819996dc1198c2c34afc00",0
"","","","","","","","","","","","","","","","","","tStartdatum","PA0292:pA:dc37a34a631348898ff2545bbc263640","PA0292:pA:f864b50630819996dc1198c2c34afc00",0
"","","","","","","","","","","","","","","","","","tStarttermin","PA0292:pA:9ddaeef3fa72455492b7bbe6c8395a1d","PA0292:pA:f864b50630819996dc1198c2c34afc00",0
"","","","","","","","","","","","","","","","","","tStartterminAktv","PA0292:pA:9bc507608bf14667a51126ffa0f5970e","PA0292:pA:f864b50630819996dc1198c2c34afc00",0
"","","","","","","","","","","","","","","","","","tTag","PA0292:pA:d45634fbed394aa9a1c93a1315656dda","PA0292:pA:89714253c8ed4ab2aa99b18d5c7c2efb",0
"","","","","","","","","","","","","","","","","","tTagesabschluss","PA0292:pA:e3e81c00fadf48e99c4ec477f0c6f50a","PA0292:pA:fd003fb0f70d414383fb5ea28102cc7e",0
"","","","","","","","","","","","","","","","","","tTermin","PA0292:pA:7174b731a608429691102bff44762306","PA0292:pA:9d0f10566814988edc1157c0399fcee0",0
"","","","","","","","","","","","","","","","","","tTermin B-E","PA0292:pA:a8c3c995b634451bb3113ffc01b18ef8","PA0292:pA:d07297b0319ba0b9da1198ec4b690178",0
"","","\n?\n","","","","","","","","","","","","","","","tTermin [init ?]","PA0292:pA:cd6ef76cd567486cad316699ddb4e702","PA0292:pA:7174b731a608429691102bff44762306",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","tTermin [nm i?]","PA0292:pA:5412716085ce4a66bdef7c2a1c57ae1d","PA0292:pA:7174b731a608429691102bff44762306",0
"","","","","","","","","","","","","","","","","","tTransportationDate","PA0292:pA:f8a17a2d3cfcacbadc11fe65876a21a2","PA0292:pA:9b26d8e4eabbd0bddc1175c2a5819d50",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","tÜberlappungstermin","PA0292:pA:5c1a6de3fc624efe88f931c3287be6cf","PA0292:pA:9d0f10566814988edc115fc017c861c6",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","tÜbertragungsdatum [nm]","PA0292:pA:f8a17a2d3cfcacbadc11fe659df249a2","PA0292:pA:ca44bc9938344666b4a5c6d6ac508c5b",0
"","","","","","","","","","","","","","","","","","tungültig ab","PA0292:pA:bd48f30870964fabaf09418c9ec1fbb5","PA0292:pA:9b26d8e4eabbd0bddc1175c2a5819d50",0
"","","","","","","","","","","","","","","","","","tVertragsdatum","PA0292:pA:727dddfde802431ba03c2fdc0ee219d8","PA0292:pA:fd003fb0f70d414383fb5ea28102cc7e",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","tvon Anlagedatum","PA0292:pA:115f4582737b43aa93e6aaf8ce299a1d","PA0292:pA:e501e7e581b54c0b871ca43441e9f985",0
"","","","","","","","","","","","","","","","","","tvon Belegdatum","PA0292:pA:cb0d33ab5c954ef58dc8780dd31e7290","PA0292:pA:fd003fb0f70d414383fb5ea28102cc7e",0
"","","","","","","","","","","","","","","","","","tvon Datum","PA0292:pA:b064b45bc19541a1abb57ffdc3b5b7c8","PA0292:pA:b1469e9a2e70d381da1125ebaf0b5a34",0
"","","\n?\n","","","","","","","","","","","","","","","tvon Datum [i?]","PA0292:pA:1a73071b2b074090984af0ef40258425","PA0292:pA:b064b45bc19541a1abb57ffdc3b5b7c8",0
"","","","\nno\n","","","","","","","","","","","","","","tvon Datum [nm i?]","PA0292:pA:a0c829e776d0403f9b50c8469ad32979","PA0292:pA:1a73071b2b074090984af0ef40258425",0
"","","","","","","","","","","","","","","","","","tvon Entnahmedatum","PA0292:pA:cf7dfe8a71137995db110908ee183fca","PA0292:pA:b1469e9a2e70d381da1125ebaf0b5a34",0
"","","","","","","","","","","","","","","","","","tVorschlagstermin","PA0292:pA:da8ad91dac49454b947c5ec189671599","PA0292:pA:9b26d8e4eabbd0bddc1175c2a5819d50",0
"","","","","","","","","","","","","","","","","","tWEDatum","PA0292:pA:a155a3bef0314bfc80a4e711dd6d00df","PA0292:pA:d07297b0319ba0b9da1198ec4b690178",0
"","","","","","","","","","","","","","","","","","tWunsch Start","PA0292:pA:e9ef867503cd4e5386517520a4bf613f","PA0292:pA:9b26d8e4eabbd0bddc1175c2a5819d50",0
"","","","","","","","","","","","","","","","","","tWunschtermin","PA0292:pA:3fa2e1578bc04720a1d8f2362a8b0ddb","PA0292:pA:9d0f10566814988edc1157c0399fcee0",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","tWunschtermin [nm]","PA0292:pA:fec1f53c417a45e6926233173747c267","PA0292:pA:3fa2e1578bc04720a1d8f2362a8b0ddb",0
"","\n9\n","","","","","","","","","","","","","","","","Type of Change","PA0292:pA:85f79f2297bb59b2db110a08a269e9e9","PA0292:pA:8c81ff21cf551885db11ca080c1bce23",0
"","\nx(3)\n","","","","","","","","","","","","","","","","Type of Document","PA0292:pA:f666f428900a4e5389696c5cad788705","PA0292:pA:2d3246ecfd5f4ad7b28a928d17724831",0
"","","","","","","","","","","","","","","","","","Type of Document (Coverage)","PA0292:pA:2960754d13c345ef882252352dde2c09","PA0292:pA:f666f428900a4e5389696c5cad788705",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","Type of Document (CRO)","PA0292:pA:4c6c12d8c9154cb3a1456ec238395f59","PA0292:pA:f666f428900a4e5389696c5cad788705",0
"","","","","","","","","","","","","","","","","","Type of Document (External)","PA0292:pA:b7b1760c7aa343aba5de95dbbe574e65","PA0292:pA:f666f428900a4e5389696c5cad788705",0
"","","\nA\n","","","","","","","","","","","","","","","Type of Document (from)","PA0292:pA:b216783fef674a35aae6cceade9d2db7","PA0292:pA:f666f428900a4e5389696c5cad788705",0
"","","","","","","","","","","","","","","","","","Type of Document (Source)","PA0292:pA:ba9a485899cf4440a267adf3680dacc2","PA0292:pA:f666f428900a4e5389696c5cad788705",0
"","","\nA\n","","","","","","","","","","","","","","","Type of Document (to)","PA0292:pA:d5c81afe6432411990803c8f257e9bc2","PA0292:pA:f666f428900a4e5389696c5cad788705",0
"","\nx(20)\n","\n*\n","","","","","","","","","","","","","","","Type of Generator","PA0292:pA:8e19eb6e03c342ba939f0dd3a6857554","PA0292:pA:334e8c423eab47bc97c94f18b654541b",0
"\nno\n","\nx\n","","","","","","","","","","\nno\n","","","","","","Type of Line (Program Generator)","PA0292:pA:d44becd5eb2f49f4b34258a4724714a5","PA0292:pA:b7375ab07eb80192da1164c5c4279532",0
"","\nx(16)\n","","","","","","","","","","","","","","","","Type of Notebook","PA0292:pA:afbbfa8a42824ba7a3a91195b8b8c261","PA0292:pA:334e8c423eab47bc97c94f18b654541b",0
"","\nx\n","\nP\n","","","","","","","","","","","","","","","Type of Output Generator","PA0292:pA:7afd9c5edd84435494ffc5d4753bc78f","PA0292:pA:2d3246ecfd5f4ad7b28a928d17724831",0
"","\nz9\n","","","","","","\nSB_PaymentMethods_desc\n","","","","","","","","","","Type of Payment ID","PA0292:pA:a70968a6c33743ee955c69444bc29984","PA0292:pA:c028c23d116d4fe7a861496e2f7c2e28",0
"","","","","","","","\nFO_PaymentMethodFPT_desc\n","","","","","","","","","","Type of Payment ID (foreign)","PA0292:pA:7d338a48c12844da88c95f39ba991066","PA0292:pA:a70968a6c33743ee955c69444bc29984",0
"","","\n99\n","","","","","","","","","","","","","","","Type of Payment ID [init 99]","PA0292:pA:8767d58336254513a235b4bcedd4ea2d","PA0292:pA:a70968a6c33743ee955c69444bc29984",0
"","\nx(4)\n","\n1:cn\n","","","","","","","","","","","","","","","Type of Relation","PA0292:pA:5b6a880bb21f4fc9bd84667dc07b0aad","PA0292:pA:b7375ab07eb80192da1164c5c4279532",0
"","\nx(8)\n","","","","","","","","","","","","","","","","Type of Report","PA0292:pA:412ffc58050e41cfa5141ab534c4cc7c","PA0292:pA:2d3246ecfd5f4ad7b28a928d17724831",0
"","","\nno\n","","","","","","","","","","","","","","","Type of Ressource Group","PA0292:pA:6e722513d9254ca09fcaf9680bba9aa0","PA0292:pA:866908a0f4cf269ddb115f0751722017",0
"","","","","","","","","","","","","","","","","","Type of Ressource Group (Alternate)","PA0292:pA:7dfe946810ee489eb281b471a702470c","PA0292:pA:6e722513d9254ca09fcaf9680bba9aa0",0
"","","\n?\n","","","","","","","","","","","","","","","Type of Ressource Group [nm]","PA0292:pA:f374e8e7ce39429ca06a3e2a578086c4","PA0292:pA:0ccd92cc96ae472eaa41d92dc1017881",0
"","\nx(11)\n","\nerror\n","","","","","","","","","","","","","","","Type of System-Message","PA0292:pA:d8c558180d684aa9a0536bf6c26c703d","PA0292:pA:334e8c423eab47bc97c94f18b654541b",0
"","\nx(6)\n","","","","","","","","","","","","","","","","Type of Text","PA0292:pA:ce1920a5832f45568b031f6442097cfd","PA0292:pA:2d3246ecfd5f4ad7b28a928d17724831",0
"","\nzz9\n","","","","","","","","","","","","","","","","Type of Variant (Part)","PA0292:pA:2a14a975a50f4dba84e3045b264bdbd9","PA0292:pA:8c81ff21cf551885db11ca08be59833c",0
"","","","","","","","","","","","","","","","","","Type/Kind of.. (char)","PA0292:pA:334e8c423eab47bc97c94f18b654541b","PA0292:pA:d0c054c48e109b8ddb11e1052e1dc3fc",0
"","","","","","","","","","","","","","","","","","tZahldatum","PA0292:pA:43f6e69a3daf4f9bbe1695ef092880dd","PA0292:pA:d07297b0319ba0b9da1198ec4b690178",0
"","","","","","","","","","","","","","","","","","tZahlungen bis","PA0292:pA:cbd1bda79f69495d84ceca29cf02a635","PA0292:pA:d07297b0319ba0b9da1198ec4b690178",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","tZeichnung erstellt","PA0292:pA:a6dbea83722f493eaec33c113d0200b4","PA0292:pA:e501e7e581b54c0b871ca43441e9f985",0
"","","","","","","","","","","","","","","","","","tzOptEndDate","PA0292:pA:b7221b1175667da4e111bb15bec53e17","PA0292:pA:a19f3915d33a1497df11afae2895d25d",0
"","","","\nno\n","","","","","","","","","","","","","","tzOptStartDate","PA0292:pA:e1296508210a0995e011ed012c61418a","PA0292:pA:a19f3915d33a1497df11aeae19821539",0
"","","","","","","","","","","","","","","","","","tZugang","PA0292:pA:b256a82193fe039ddb117107640cce15","PA0292:pA:d07297b0319ba0b9da1198ec4b690178",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","tZugangstermin [nm i?]","PA0292:pA:d2b0fd0b90f6688bdb110a05dcae34d6","PA0292:pA:4773850a34b04ec89d63cae17a85f758",0
"","","\nno\n","","","","","","","","","","","","","","","Überschreiben","PA0292:pA:2dc4ac2c3a6543009e2519145f7b4a0a","PA0292:pA:f0767dca8f398f81db112a015ab866f6",0
"","","","","","","","","","","","","","","","","","Umlagen verbucht","PA0292:pA:30a12f28658b4e6fb8dd86ddd2b9a0b3","PA0292:pA:f0767dca8f398f81db112a015ab866f6",0
"","\n!\n","","","","","","","","","","","","","","","","Umlageverfahren","PA0292:pA:4b5de92c5a8d426cb6e800575b9c70c3","PA0292:pA:334e8c423eab47bc97c94f18b654541b",0
"","\nx(4)\n","","","","","","","","","","","","","","","","Unit (KPI)","PA0292:pA:582224b9cf5d45e8b071039a7a7bdfa9","PA0292:pA:d5a918cf63bb14a0da111debad2f34e0",0
"","\nz,zzz,zz9.99-\n","","","","","","","","","","","","","","","","Unit Price","PA0292:pA:1d1b5fd64db4487c959404fdf3b3365c","PA0292:pA:02de1b0d27174356a245ee6c12d83636",0
"","\nz,zzz,zz9.99\n","","","","","","","","","","","","","","","","Unit Price (accepted)","PA0292:pA:99483053501d4967b53401ef94e9bcd0","PA0292:pA:1d1b5fd64db4487c959404fdf3b3365c",0
"","","","","","","","","","","","","","","","","","Unit Price (Costs)","PA0292:pA:4b13030ee252404887a6f5bebed0f426","PA0292:pA:1d1b5fd64db4487c959404fdf3b3365c",0
"","","","","","","","","","","","","","","","","","Unit Price (Material)","PA0292:pA:7b577bb73ef94ffa9f6c2ce26618f8f5","PA0292:pA:1d1b5fd64db4487c959404fdf3b3365c",0
"","\nz,zzz,zz9.99\n","","","","","","","","","","","","","","","","Unit Price (positive)","PA0292:pA:b4e5280b7d0147e18be137ffb37c5292","PA0292:pA:1d1b5fd64db4487c959404fdf3b3365c",0
"","","","","","","","","","","","","","","","","","Unit Price (Purchase)","PA0292:pA:fede87f9a5f5c6abdb11808a610de13b","PA0292:pA:1d1b5fd64db4487c959404fdf3b3365c",0
"","","","","","","","","","","","","","","","","","Unit Price (Surcharge)","PA0292:pA:7a587cd0022140b892f85f19f19c0551","PA0292:pA:1d1b5fd64db4487c959404fdf3b3365c",0
"","","","","","","","","","","","","","","","","","Units","PA0292:pA:d5a918cf63bb14a0da111debad2f34e0","PA0292:pA:20eba061b7ab47ed8b541552c67912b7",0
"","","\nno\n","","","","","","","","","","","","","","","unpaged Output","PA0292:pA:5397d60df9a546bf8e392491634eee80","PA0292:pA:b78b3932a3efb190da117cec747ebf4b",0
"","\nzzzzzzz9\n","","","","","","","","","","","","","","","","Untergrenze (int)","PA0292:pA:8f723d1276b546a3980699dc2e685768","PA0292:pA:c028c23d116d4fe7a861496e2f7c2e28",0
"","\nx(55)\n","","","","","","","","","","","","","","","","Unternehmensart ZM","PA0292:pA:e5347d10a41d2580df1158c588e050ac","PA0292:pA:4031f23ab9634b7caeb5c2aacef548c2",0
"","\nx(20)\n","","","","","","","","","","","","","","","","Update by","PA0292:pA:4549a49f6c6847c4bc8dd33d8029259a","PA0292:pA:95b3d9925b5db39adb11b608f676be24",0
"","","","","","","","","","","","","","","","","","Update Date","PA0292:pA:dade7143191348ed88188c3628f34984","PA0292:pA:d07297b0319ba0b9da1198ec4b690178",0
"","\nzz9\n","","","","","","","","","","","","","","","","Update Reason","PA0292:pA:b41f2ebaf806464b9efa5fd0921988b0","PA0292:pA:46068d1d97b645a9bdd5ba46095cf04b",0
"","","\n?\n","","","","","","","","","","","","","","","Update State [nm]","PA0292:pA:252cc428b2aa410da2d136dc41292062","PA0292:pA:0ccd92cc96ae472eaa41d92dc1017881",0
"","","","","","","","","","","","","","","","","","Upper Limit (%)","PA0292:pA:628f9aea867d497b8e59cc3cbecbda11","PA0292:pA:d3a0ba74af4947c3bb6ed0120d33f06e",0
"","","","","","","","","","","","","","","","","","Upper Limit (char)","PA0292:pA:581c800c08a7473cba5e7fbc141c3ef1","PA0292:pA:f9487d742877d9b6da116dea4437610b",0
"","","\nno\n","","","","","","","","","","","","","","","urgent","PA0292:pA:6be3513dc3c8405da8f71a39cf0cd461","PA0292:pA:f0767dca8f398f81db112a0161eac1d2",0
"\nno\n","\nx(50)\n","","","","","","","","","","","","","","","","Usage ID","PA0292:pA:a5433b7d652e039ce1114a881ca21707","PA0292:pA:3e9f387790214583874b48cb2872650a",0
"\nno\n","","","","","","","","","","","","","","","","","Usage List","PA0292:pA:c7691e88b2922d87e11133e553225c62","PA0292:pA:91e3631301ef45a8aaf68505fcc136ef",0
"\nno\n","\n99.99.9999 HH:MM:SS\n","","","","","","","","","","","","","","","","Usage Report Date","PA0292:pA:cf6a3fc7e7dbbfb6e111b799acc6eecd","PA0292:pA:c93567fdce775c9fe011fe3f83b86768",0
"\nno\n","","\nno\n","","","","","","","","","","","","","","","use Color Gradient","PA0292:pA:9ecfb35633099c88e011723bd367a627","PA0292:pA:88ae7691912ac493e011bf406f98638b",0
"","","","","","","","","","","","","","","","","","use same Window","PA0292:pA:280465cf8a50432ea3e088a21302aeea","PA0292:pA:fe15ee63d51b3385dc1107bd27deaad3",0
"","","","","","","","","","","","","","","","","","User definable","PA0292:pA:2682720986bf4399b8bab82837bca509","PA0292:pA:f0767dca8f398f81db112a015ab866f6",0
"","\nx(12)\n","","","","","","","","","","","","","","","","User ID","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8","PA0292:pA:3e9f387790214583874b48cb2872650a",0
"","","","","","","","","","","","","","","","","","User ID (Assistant)","PA0292:pA:909ae4a005034f0788f4364e8b8599b7","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (changed by)","PA0292:pA:e8e96d1d8d2b471ab168d21986daf136","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (check in)","PA0292:pA:c9e2218991c79a85df114fe3ea5e0858","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (check out)","PA0292:pA:98026cd620d14291de117a98178a7fe7","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (Check)","PA0292:pA:2ac9f8ab5d5b4fa584f22ecc6ffdd475","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (created)","PA0292:pA:a75d6d13815a078ddf117441059d6ec2","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (Data Entry)","PA0292:pA:63942068c1f647b0ab87d0687b756b12","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (Drawing created)","PA0292:pA:e96002dcb90f4aeb93f8cc38acd5b58e","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (Hold)","PA0292:pA:34419883b8fd47128fc70d4cea9bfc56","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (Initiator)","PA0292:pA:465538dc35054ad0aad6102d7fc9a787","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (last Access)","PA0292:pA:c8fde51ae5eda0b5db1138a66eb4e801","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (manually changed by)","PA0292:pA:c9e2218991c79a85df114ee3a622c279","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (Origin)","PA0292:pA:14642b31901444ab9cb8360a858bfbd0","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (Output)","PA0292:pA:975a6d20c1c24ffca45ee7e5a9bad9c8","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (Owner)","PA0292:pA:cbf0c856552046b098488d286ca5456c","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (Productmanager)","PA0292:pA:6a8e87a5093e45aeb7fa6389f43211ce","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (Received by)","PA0292:pA:850810dcd6ea4f2688b5247fc11c6e91","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (Release)","PA0292:pA:1ea4e411d3d14010824bd436960e6aa2","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (Responsible)","PA0292:pA:57dcb432beb94d9688348beb8a3606c2","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (Returned by)","PA0292:pA:677ae4f8499c4a3aaac5bf6d63d0a4e4","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","","","","","","","","","","","","","","","","User ID (Sachbearbeiter)","PA0292:pA:6345783326a440d986926c5983a0f0d9","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","User ID [nm i?]","PA0292:pA:c65a36f4540e47d0bb34b7504335ea2e","PA0292:pA:9f44dc5b89504aa685ee706ad9659db8",0
"","","\nnow\n","\nno\n","","","","","","","","","","","","","","User ToDo (tz)","PA0292:pA:82dbdbe88d3018a3df11a4ccc512c361","PA0292:pA:67147a5cf66c4f7eb62b538de5a15e8b",0
"","\nx(50)\n","","","","","","","","","","","","","","","","User-ID (VarGen)","PA0292:pA:a4f6ebad6d064d7aaa82d96baf263a57","PA0292:pA:d12046210497ab81db11330771d7435d",0
"","","","","","","","","","","","","","","","","","User-List Display","PA0292:pA:d94c237dc7564730b2cd4a83d38f4c48","PA0292:pA:5bb3aa7c911d42eb924539c1b32b3e22",0
"","","","","","","","","","","","","","","","","","User-List Update","PA0292:pA:9f6e09786a0d4006907d1ec7fd0adba5","PA0292:pA:5bb3aa7c911d42eb924539c1b32b3e22",0
"","\nx(12)\n","","","","","","","","","","","","","","","","Usergroup ID","PA0292:pA:7807878aeb6c47ebad6077c7db3ea510","PA0292:pA:3e9f387790214583874b48cb2872650a",0
"","\nx(19)\n","","","","","","","","","","","","","","","","UStID","PA0292:pA:2333cb6b2d844876a0df8e61c9cf4fca","PA0292:pA:4031f23ab9634b7caeb5c2aacef548c2",0
"","","","","","","","","","","","","","","","","","valid from/valid to","PA0292:pA:9d0f10566814988edc115cc0194f9be8","PA0292:pA:5a41cffe8822419b97c4f0bfcb53886d",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","valid from/valid to [nm i?]","PA0292:pA:f864b50630819996dc1188c28795553f","PA0292:pA:9d0f10566814988edc115cc0194f9be8",0
"","","\n01/01/0001\n","","","","","","","","","","","","","","","Valid on","PA0292:pA:79a37c86e6f647a3b0d4856bdf482021","PA0292:pA:9d0f10566814988edc115cc0194f9be8",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","Valid on [i?nm]","PA0292:pA:be84c211b2ad44dc850bd7b482ed5e7e","PA0292:pA:79a37c86e6f647a3b0d4856bdf482021",0
"","","\n?\n","","","","","","","","","","","","","","","Valid on [i?]","PA0292:pA:bfe7fb0ad374495294530fde4b0f3e44","PA0292:pA:79a37c86e6f647a3b0d4856bdf482021",0
"","","\ntoday\n","","","","","","","","","","","","","","","Valid on [itoday]","PA0292:pA:0a6a50d197984c0e8d03e9c9c4f52319","PA0292:pA:79a37c86e6f647a3b0d4856bdf482021",0
"","","","","","","","","","","","","","","","","","Valid to","PA0292:pA:144315c8e6b44a36825199e379da9459","PA0292:pA:f864b50630819996dc1188c28795553f",0
"","","","","","","","","","","","","","","","","","valid to (Price)","PA0292:pA:9bb8f36a61da4d61ba8024afa86ff653","PA0292:pA:9d0f10566814988edc115cc0194f9be8",0
"","","\n12/31/9999\n","","","","","","","","","","","","","","","valid to [i max]","PA0292:pA:cf7dfe8a71137995db110d0888f57cb7","PA0292:pA:9d0f10566814988edc115cc0194f9be8",0
"\nno\n","\nz9\n","","","","","","","","","","","","","","","","Validation Mode","PA0292:pA:f8a17a2d3cfcacbadc11fe659f3007a2","PA0292:pA:8c81ff21cf551885db11ca080c1bce23",0
"","","","","","","","","","","","","","","","","","Value (dec)","PA0292:pA:736c9ecfd19147329b5dff2535ae5621","PA0292:pA:b41ef9557eb2444ea27a6cd71d78523d",0
"","","","","","","","","","","","","","","","","","Value (Statistics) (Grand Total)","PA0292:pA:8dbe2cb5d4de4d4db4916a9bb7a8448b","PA0292:pA:3074275b6e4e482d8387964462e4a324",0
"","","","","","\n{&pa-WaehrungsNK_EW}\n","","","","","","","","","","","","Value Additional 1 fix (hP)","PA0292:pA:dbdd44c1c1d154bedf11fb0b87a79251","PA0292:pA:0a9d744f5fb846989ff189dae5f8d779",0
"","","","","","\n{&pa-WaehrungsNK_EW}\n","","","","","","","","","","","","Value Additional 1 var (hP)","PA0292:pA:dbdd44c1c1d154bedf11f60b8756725d","PA0292:pA:0a9d744f5fb846989ff189dae5f8d779",0
"","","","","","\n{&pa-WaehrungsNK_EW}\n","","","","","","","","","","","","Value Additional 2 fix (hP)","PA0292:pA:dbdd44c1c1d154bedf11fb0b77308b5c","PA0292:pA:0a9d744f5fb846989ff189dae5f8d779",0
"","","","","","\n{&pa-WaehrungsNK_EW}\n","","","","","","","","","","","","Value Additional 2 var (hP)","PA0292:pA:dbdd44c1c1d154bedf11f60b73f1106a","PA0292:pA:0a9d744f5fb846989ff189dae5f8d779",0
"","","","","","","","","","","","","","","","","","Value date","PA0292:pA:8a6f4cc3b5794d49a23524728238b6aa","PA0292:pA:9b26d8e4eabbd0bddc1175c2a5819d50",0
"","","","","","","","","","","","","","","","","","Value Date (tz)","PA0292:pA:85d940be4ce61787df11de16fa39e413","PA0292:pA:67147a5cf66c4f7eb62b538de5a15e8b",0
"","","","","","","","","","","","","","","","","","Value Days Cash Discount","PA0292:pA:a2cb594ede9a199be3115a063bec6d41","PA0292:pA:be4c9320fd134f998c8a8a1ab3dd6755",0
"","","","","","","","","","","","","","","","","","Value Del Costs Fix","PA0292:pA:aa484c574a1096b8de114cf4340f47df","PA0292:pA:be6da6f1a9f07996df11d2ddb1b1635d",0
"","","","","","","","","","","","","","","","","","Value Del Costs Var","PA0292:pA:aa484c574a1096b8de114cf4b4c476c8","PA0292:pA:be6da6f1a9f07996df11d2ddb1b1635d",0
